,Language,Dataset,Context,Noisy text,Normalized text,Counts
2620,English,Development,be ammmazing im,actully,actually,1
2621,English,Development,@yaaattaaa3 lol who,bouta,about to,1
2622,English,Development,& bring me,bck,back,1
2623,English,Development,@snuggiehemmo,ik,i know,1
2624,English,Development,@snuggiehemmo ik,id,i'd,1
2625,English,Development,good care of,urself,yourself,1
2626,English,Development,still in school,shutup,shut up,1
2627,English,Development,omg be mine,pls,please,1
2628,English,Development,@q2ruthless,nothin,nothing,1
2629,English,Development,@q2ruthless nothin just,chillin,chilling,1
2630,English,Development,with a thug,nomore,no more,1
2631,English,Development,@mlgsina lol,ik,i know,1
2632,English,Development,real quick i,wasnt,wasn't,1
2633,English,Development,quick i wasnt,thinkin,thinking,1
2634,English,Development,0 unfollowers .,justunfollow,just unfollow,1
2635,English,Development,@jac_accomando,im,i'm,1
2636,English,Development,@jac_accomando im,gonna,going to,1
2637,English,Development,shit crashed on,datpiff,the piff,1
2638,English,Development,so we on,soundcloud,sound cloud,1
2639,English,Development,for archery arrows,diy,do it yourself,1
2640,English,Development,", i love",u,you,1
2641,English,Development,"so much ,",pls,please,1
2642,English,Development,sea ? lmfao,oookay,okay,1
2643,English,Development,oookay bean eating,headass,head ass,1
2644,English,Development,i love,u,you,1
2645,English,Development,i love everything,abt,about,1
2646,English,Development,so @solangeknowles is,writin,writing,1
2647,English,Development,and beyonce ?,tellin,telling,1
2648,English,Development,to june 9,pls,please,1
2649,English,Development,asking louis what,flavour,flavor,1
2650,English,Development,flavour harry is,im,i'm,1
2651,English,Development,: 140525 boakwon,ig,instagram,1
2652,English,Development,rt @justinbieber :,runnin,running,1
2653,English,Development,@usher who do,u,you,1
2654,English,Development,slick went from,brownskin,brown skin,1
2655,English,Development,from brownskin to,lightskin,light skin,1
2656,English,Development,@dunny_gage716 : if,u,you,1
2657,English,Development,u don't fuck,wit,with,1
2658,English,Development,gage then fuck,ya,your,1
2659,English,Development,day of school,gon,gonna,1
2660,English,Development,school gon have,ppl,people,1
2661,English,Development,so loves a,lottle,lot,1
2662,English,Development,for the soul,peole,people,1
2663,English,Development,needa quit it,wit,with,1
2664,English,Development,on crack lmao,wut,what,1
2665,English,Development,and the offense,aint,ain't,1
2666,English,Development,offense aint around,atleast,at least,1
2667,English,Development,him lol that,dont,don't,1
2668,English,Development,that mean he,jackin,jacking,1
2669,English,Development,a good entertainment,centre,center,1
2670,English,Development,you too !,dont,don't,1
2671,English,Development,finally a,perf,perfect,1
2672,English,Development,! omg .,congrats,congratulations,1
2673,English,Development,free . i,didnt,didn't,1
2674,English,Development,didnt choose the,vag,vagina,1
2675,English,Development,always had a,thang,thing,1
2676,English,Development,for them hood,niggas,niggers,1
2677,English,Development,out of that,tho,though,1
2678,English,Development,11:30 and,im,i'm,1
2679,English,Development,and im still,feelin,feeling,1
2680,English,Development,:) . please,dont,don't,1
2681,English,Development,please dont cry,cause,because,1
2682,English,Development,rt @ericpostus :,nows,now is,1
2683,English,Development,last night the,pdx,portland,1
2684,English,Development,photo :,whatdoiwear,what do i wear,1
2685,English,Development,which is my,brutha,brother,1
2686,English,Development,coach walz becomes,asst,assistant,1
2687,English,Development,@flamingfucks,im,i'm,1
2688,English,Development,just wondering how,ima,i'm going to,1
2689,English,Development,there . lol,cuz,because,1
2690,English,Development,@230cutie,jst,just,1
2691,English,Development,down babygirl .,im,i'm,1
2692,English,Development,babygirl . im,bout,about,1
2693,English,Development,@jake_macneil3 hope,yah,you,1
2694,English,Development,yah have fun,gettin,getting,1
2695,English,Development,work done i,didnt,didn't,1
2696,English,Development,vs ariana grande,rt,retweet,1
2697,English,Development,rt for demi,fav,favorite,1
2698,English,Development,it would mean,soooo,so,1
2699,English,Development,and was 15,mins,minutes,1
2700,English,Development,you are the,whisky,whiskey,1
2701,English,Development,whisky got me,feelin,feeling,1
2702,English,Development,: it all,wrked,worked,1
2703,English,Development,i realy,nid,need,1
2704,English,Development,i realy nid,2,to,1
2705,English,Development,nid 2 start,meetin,meeting,1
2706,English,Development,meetin new people,tho,though,1
2707,English,Development,@brittpescatore oh,shizz,shit,1
2708,English,Development,"oh shizz ,",ill,i'll,1
2709,English,Development,there's a mini,shoutout,shout out,1
2710,English,Development,in my newest,vid,video,1
2711,English,Development,snapchated me i,cant,can't,1
2712,English,Development,me i cant,bre,breath,1
2713,English,Development,bre a theeeekeofofwn,im,i'm,1
2714,English,Development,theeeekeofofwn im so,happylgovo,happy,1
2715,English,Development,,neva,never,1
2716,English,Development,neva trust a,gal,guy,1
2717,English,Development,trust a gal,u,you,1
2718,English,Development,took from another,nigga,nigger,1
2719,English,Development,my uncle,doesnt,doesn't,1
2720,English,Development,a good idea,nd,and,1
2721,English,Development,idea nd he,doesnt,doesn't,1
2722,English,Development,nd he doesnt,liek,like,1
2723,English,Development,doesnt liek immigration,nd,and,1
2724,English,Development,he said he,doesng,doesn't,1
2725,English,Development,na haha okay,lang,long,1
2726,English,Development,@lowkeyniya15 @jaquariahs he,talkin,talking,1
2727,English,Development,@jaquariahs he talkin,bout,about,1
2728,English,Development,he talkin bout,yhu,you,1
2729,English,Development,looool my yute,u,you,1
2730,English,Development,my yute u,nuh,know,1
2731,English,Development,yute u nuh,ntn,nothing,1
2732,English,Development,why do you,wearr,wear,1
2733,English,Development,that during a,reherseal,rehearsal,1
2734,English,Development,a reherseal i,dont,don't,1
2735,English,Development,i dont get,ur,your,1
2736,English,Development,@xkhxx_ thotler,im,i'm,1
2737,English,Development,,mnl,my new love,1
2738,English,Development,lazy nk gaduh,alrdy,already,1
2739,English,Development,,im,i'm,4
2740,English,Development,"guys , that's",freakin,freaking,2
2741,English,Development,! i love,ya,you,2
2742,English,Development,air kat swimming,poooollll,pool,1
2743,English,Development,has a good,sence,sense,1
2744,English,Development,good sence of,humour,humor,1
2745,English,Development,hashtag done with,ur,your,1
2746,English,Development,her rapper name,tho,though,1
2747,English,Development,- i got,u,you,1
2748,English,Development,"idk leh ,",dont,don't,1
2749,English,Development,", dont keep",ur,your,1
2750,English,Development,that free meal,tho,though,1
2751,English,Development,can we please,havr,have,1
2752,English,Development,@ahmad_alrefai salam .,dont,don't,1
2753,English,Development,i've even sent,u,you,1
2754,English,Development,my mobile no,n,and,1
2755,English,Development,bah ? hope,u,you,1
2756,English,Development,? hope u,r,are,1
2757,English,Development,: i'm a,dogg,dog,1
2758,English,Development,. she a,dogg,dog,1
2759,English,Development,sliding in my,dms,direct messages,1
2760,English,Development,: nev my,nigga,nigger,1
2761,English,Development,the producer like,goddamit,god damn it,1
2762,English,Development,rt @shawnmendes :,feelin,feeling,2
2763,English,Development,.. what do,u,you,2
2764,English,Development,@ajology,bruh,brother,1
2765,English,Development,@eu_tb : wall,n,and,1
2766,English,Development,. why wont,u,you,1
2767,English,Development,follow me ?,im,i'm,1
2768,English,Development,@___winning__,im,i'm,1
2769,English,Development,course record !!!,congrats,congratulations,1
2770,English,Development,@pebblesllj kaggs when,u,you,1
2771,English,Development,kaggs when u,comin,coming,1
2772,English,Development,so i can,b,be,1
2773,English,Development,lip sync battle,w,with,1
2774,English,Development,you shocked me,throught,through,1
2775,English,Development,me throught and,throught,through,1
2776,English,Development,see a fuck,nigga,nigger,1
2777,English,Development,shoot a fuck,nigga,nigger,1
2778,English,Development,the o2 arena,theyre,they're,1
2779,English,Development,little muffins anymore,theyre,they're,1
2780,English,Development,theyre the whole,fuckin,fucking,1
2781,English,Development,be the sweetest,neighbour,neighbor,1
2782,English,Development,""" omg such",neighbour,neighbor,1
2783,English,Development,@panktiacharya2 @im_vir95,dont,don't,1
2784,English,Development,utter a word,abt,about,1
2785,English,Development,abt @chennaiipl otherwise,viru,virus,1
2786,English,Development,sir will kill,u,you,1
2787,English,Development,because kpop stans,theirselves,themselves,1
2788,English,Development,@thehamda,youre,you're,1
2789,English,Development,as fuck a9lan,youre,you're,1
2790,English,Development,bffs will always,getcha,get you,1
2791,English,Development,,openfollow,open follow,1
2792,English,Development,' out lowd,cuz,because,1
2793,English,Development,out lowd cuz,ur,you're,1
2794,English,Development,sassy wezird who,ca'nt,can't,1
2795,English,Development,this is beautiful,thx,thanks,1
2796,English,Development,will go with,u,you,1
2797,English,Development,with u ...,whr,where,1
2798,English,Development,feat . peewee,longway,long way,1
2799,English,Development,lakala me,voy,boy,1
2800,English,Development,did i,photobomb,photo bomb,1
2801,English,Development,or did he,photobomb,photo bomb,1
2802,English,Development,gusto mo ng,shoutout,shout out,1
2803,English,Development,ng shoutout &,followback,follow back,1
2804,English,Development,- listen to,skepta,sunglasses,1
2805,English,Development,never forget that,youtbe,youtube,1
2806,English,Development,my weequahic seniors,yall,y'all,1
2807,English,Development,shot by 1hunnit,filmz,film,1
2808,English,Development,crusing with big,bro,brother,1
2809,English,Development,lol just use,adultwork,adult work,1
2810,English,Development,blizz,devs,developer,1
2811,English,Development,@camilacabello97 : hu,dat,that,1
2812,English,Development,hu dat hu,dat,that,1
2813,English,Development,is eighteen oh,ym,my,1
2814,English,Development,eighteen oh ym,gdo,god,1
2815,English,Development,@lastqueenjay__ @__nylagrace yes,yall,y'all,1
2816,English,Development,yall are but,yall,y'all,1
2817,English,Development,but yall just,keepin,keeping,1
2818,English,Development,but its cool,im,i'm,1
2819,English,Development,tell no one,yall,y'all,1
2820,English,Development,my thirsty ass,tryna,trying to,1
2821,English,Development,i fuck,witchu,with you,1
2822,English,Development,", borderline stuck",witchu,with you,1
2823,English,Development,expected to be,prez,president,1
2824,English,Development,black still,quil,quill,1
2825,English,Development,black still quil,nem,they,1
2826,English,Development,@_amariw who at,yo,your,1
2827,English,Development,watch dogs is,gonna,going to,2
2828,English,Development,bae it's so,fkn,fucking,1
2829,English,Development,going to get,tickt,ticket,1
2830,English,Development,i done,fuckin,fucking,1
2831,English,Development,homies got flustered,cuz,because,1
2832,English,Development,i used the,n,and,1
2833,English,Development,@itshysterie i,didnt,didn't,1
2834,English,Development,"please nana ,",dont,don't,1
2835,English,Development,@ianblurton got my,tix,tickets,1
2836,English,Development,sweet . see,ya,you,1
2837,English,Development,) international matrix,sim,seems,1
2838,English,Development,sim a2 ),upto,up to,1
2839,English,Development,even the friends,u,you,1
2840,English,Development,friends u think,u,you,1
2841,English,Development,and was 270,mins,minutes,1
2842,English,Development,"haha "" man's",makin,making,1
2843,English,Development,man's makin tea,wid,with,1
2844,English,Development,are bad influences,im,i'm,1
2845,English,Development,' ua clean,u,you,1
2846,English,Development,home of great,gospe,gospel,1
2847,English,Development,"are chanting """,dont,don't,1
2848,English,Development,""" dont cry",dont,don't,1
2849,English,Development,inehbriated when i,switc,switch,1
2850,English,Development,i know,alot,a lot,1
2851,English,Development,alot friendly ass,nighas,niggers,1
2852,English,Development,""" @tattooedtwinks :",fav,favorite,1
2853,English,Development,fav this and,ill,i'll,1
2854,English,Development,indirect you but,youll,you'll,1
2855,English,Development,is yours unless,ur,your,1
2856,English,Development,unless ur brenna,bc,because,1
2857,English,Development,ur brenna bc,ill,i'll,1
2858,English,Development,being alone,didnt,didn't,1
2859,English,Development,mean that you,didnt,didn't,1
2860,English,Development,@hoodjesusyo : we,rememberin,remembering,1
2861,English,Development,we rememberin and,prayin,praying,1
2862,English,Development,those that gave,tha,the,1
2863,English,Development,@leeraberry hay dear,u,you,1
2864,English,Development,bae's,lookin,looking,1
2865,English,Development,http://t.co/a8kn6rpsgk retweet this,n,and,1
2866,English,Development,,jst,just,1
2867,English,Development,@jackobws : happy,satnite,saturday night,1
2868,English,Development,rp . only,ya,you,1
2869,English,Development,", but idgaf",imma,i'm going to,1
2870,English,Development,idgaf imma leave,u,you,1
2871,English,Development,imma leave u,rite,right,1
2872,English,Development,u rite where,u,you,1
2873,English,Development,for all kpopers,esp,especially,1
2874,English,Development,to your side,niggas,niggers,1
2875,English,Development,". "" -side",nigga,nigger,1
2876,English,Development,just b/c somebody,wanna,want to,1
2877,English,Development,lightskinned trey songs,lookin,looking,1
2878,English,Development,trey songs lookin,mf,mother fucker,1
2879,English,Development,. how you,tryna,trying to,1
2880,English,Development,rt @_czarinaaa :,lookin,looking,1
2881,English,Development,night lmfaooo this,hw,homework,1
2882,English,Development,this hw shit,aint,ain't,1
2883,English,Development,if i,cnt,can't,1
2884,English,Development,i ain't buying,nuffin,nothing,1
2885,English,Development,omg omg i'm,gonna,going to,1
2886,English,Development,i keep telling,u,you,1
2887,English,Development,keep telling u,niggas,niggers,1
2888,English,Development,sneak,diss,this,1
2889,English,Development,sneak diss man,thats,that's,1
2890,English,Development,diss man thats,gonna,going to,1
2891,English,Development,much fun .,jk,just kidding,1
2892,English,Development,@yusufrasheedat1,hapi,happy,1
2893,English,Development,@yusufrasheedat1 hapi birthday,2,to,1
2894,English,Development,"lovely angel ,",nd,and,1
2895,English,Development,nd i wish,u,you,1
2896,English,Development,u long life,nd,and,1
2897,English,Development,nd prosperity ........,nd,and,1
2898,English,Development,........ nd wish,u,you,1
2899,English,Development,wish u all,d,the,1
2900,English,Development,u all d,gud,good,1
2901,English,Development,d gud tinz,dat,that,1
2902,English,Development,dat life has,2,to,1
2903,English,Development,bullshit if jb,wasnt,wasn't,1
2904,English,Development,like i been,gettin,getting,1
2905,English,Development,exactly what i'm,bouta,about to,1
2906,English,Development,i'm bouta do,wit,with,1
2907,English,Development,cust {} thank,u,you,1
2908,English,Development,@mytieyonce,niggas,niggers,1
2909,English,Development,the #thunder,lookin,looking,1
2910,English,Development,tonight ... but,u,you,1
2911,English,Development,#spurs out yet,tho,though,1
2912,English,Development,put him on,legt,left,1
2913,English,Development,jessica snsd,doesnot,doesn't,1
2914,English,Development,out there calling,yall,y'all,1
2915,English,Development,@timesnow . j&k,ppl,people,1
2916,English,Development,ppl have suffered,inspite,in spite,1
2917,English,Development,@comedyortruth : when,u,you,1
2918,English,Development,@thespear_,r,are,1
2919,English,Development,@thespear_ r,u,you,1
2920,English,Development,,hapi,happy,1
2921,English,Development,special people around,d,the,1
2922,English,Development,#exceeding grace for,u,you,1
2923,English,Development,@beautifulloser8,im,i'm,1
2924,English,Development,@beautifulloser8 im,abt,about,1
2925,English,Development,rt @melly_belly23 :,tf,the fuck,1
2926,English,Development,tf was i,thinkin,thinking,1
2927,English,Development,@waitforithoran,im,i'm,1
2928,English,Development,@waitforithoran im good,hbu,how about you,1
2929,English,Development,rt @samiahmuneer :,dont,don't,1
2930,English,Development,@basscampfest,congrats,congratulations,1
2931,English,Development,omg !!! thank,u,you,1
2932,English,Development,thank u thank,u,you,1
2933,English,Development,days lol xd,yessss,yes,1
2934,English,Development,ticketless but i,dont,don't,1
2935,English,Development,rt @sarahdberry :,dis,this,1
2936,English,Development,shit i ain't,wit,with,1
2937,English,Development,am hehe .,ofcourse,of course,1
2938,English,Development,rt @realluisrosado :,tryna,trying to,1
2939,English,Development,still know that,vas,was,1
2940,English,Development,know that vas,happenin,happening,1
2941,English,Development,rt @anniebaabee :,im,i'm,1
2942,English,Development,im just happy,theres,there's,1
2943,English,Development,@gapeach_est1083 i hate,u,you,1
2944,English,Development,bff is moving,closeeee,close,1
2945,English,Development,moving closeeee to,mee,me,1
2946,English,Development,know that means,turnup,turn up,1
2947,English,Development,hits nine ..,redsox,red sox,1
2948,English,Development,nine .. redsox,mlb,major league baseball,1
2949,English,Development,""" lol do",u,you,1
2950,English,Development,story of my,lifeee,life,1
2951,English,Development,rt @niallofficial :,dressin,dressing,3
2952,English,Development,shenanigans ! with,harrystyles,harry styles,2
2953,English,Development,@mcabee_clint,feela,feels,1
2954,English,Development,@honeylo_mein okay,im,i'm,1
2955,English,Development,. then ....,runnn,run,1
2956,English,Development,our country and,lookin,looking,1
2957,English,Development,to me when,im,i'm,1
2958,English,Development,to bachata .,plz,please,1
2959,English,Development,. plz &,ty,thank you,1
2960,English,Development,idk why samantha,aint,ain't,1
2961,English,Development,today : no,moodbreaker,mood breaker,1
2962,English,Development,people . yes,moodbooster,mood booster,1
2963,English,Development,,marketwatch,market watch,1
2964,English,Development,revive itunes http://t.co/tcmlx2q59m,marketwatch,market watch,1
2965,English,Development,rt @funnypicsdepot :,dont,don't,1
2966,English,Development,dont trust ebay,bruh,brother,1
2967,English,Development,kahli,tryna,trying to,1
2968,English,Development,to support his,fanmeet,fan meet,1
2969,English,Development,doctors appointment so,im,i'm,1
2970,English,Development,some classes :),wuddup,what's up,1
2971,English,Development,dubstep from me,comin,coming,1
2972,English,Development,lol ..,u,you,1
2973,English,Development,"u funny ,.",u,you,1
2974,English,Development,",. u know",u,you,1
2975,English,Development,i only trust,bout,about,1
2976,English,Development,people .. and,ur,you're,1
2977,English,Development,rt @fansofjusbieber :,rt,retweet,1
2978,English,Development,for justin bieber,fav,favorite,1
2979,English,Development,she,gon,gonna,1
2980,English,Development,"year , we",gon,gonna,1
2981,English,Development,@harleyhorcrux boys,r,are,1
2982,English,Development,@harleyhorcrux boys r,fuckin,fucking,1
2983,English,Development,fuckin idiots forever,dont,don't,1
2984,English,Development,how are,bestfriends,best friends,1
2985,English,Development,i see my,bestfriend,best friend,1
2986,English,Development,see my bestfriend,im,i'm,1
2987,English,Development,bestfriend im like,sup,what's up,1
2988,English,Development,im like sup,fatass,fat ass,1
2989,English,Development,@kyshunmorrise23 nah,ima,i'm going to,1
2990,English,Development,in the lexus,prolly,probably,1
2991,English,Development,lexus prolly why,wassup,what's up,1
2992,English,Development,darion relation but,theyre,they're,1
2993,English,Development,"nah son ,",u,you,1
2994,English,Development,"son , u",aint,ain't,1
2995,English,Development,", u aint",gettin,getting,1
2996,English,Development,look like homeless,meth,methamphetamine,1
2997,English,Development,showers everyday and,arent,aren't,1
2998,English,Development,actually addicted to,meth,methamphetamine,1
2999,English,Development,this exact same,colour,color,1
3000,English,Development,. goodnight .,c,see,1
3001,English,Development,goodnight . c,u,you,1
3002,English,Development,u when i,c,see,1
3003,English,Development,when i c,u,you,1
3004,English,Development,vvvvvvvv good thanks,4,for,1
3005,English,Development,really pissed off,wid,with,1
3006,English,Development,found it :,tht,that,1
3007,English,Development,it : tht,nigga,nigger,1
3008,English,Development,@michmerc126 and,im,i'm,1
3009,English,Development,@high_oninfinity idc,il,i'll,1
3010,English,Development,idc il put,za,that,1
3011,English,Development,after exam when,im,i'm,1
3012,English,Development,eating curry shrimp,n,and,1
3013,English,Development,up 20,goin,going,1
3014,English,Development,4th okc don't,wanna,want to,1
3015,English,Development,rt @johnloooup :,im,i'm,1
3016,English,Development,i say,wateva,whatever,1
3017,English,Development,i say wateva,cums,comes,1
3018,English,Development,cums to mind,dats,that's,1
3019,English,Development,to mind dats,jus,just,1
3020,English,Development,am so if,u,you,1
3021,English,Development,so if u,dnt,don't,1
3022,English,Development,if u dnt,wanna,want to,1
3023,English,Development,wanna hear it,dnt,doesn't,1
3024,English,Development,@curly_loubear,im,i'm,1
3025,English,Development,200% sure that,im,i'm,1
3026,English,Development,a bear so,ur,your,1
3027,English,Development,@keshiaoneil haha,wat,what,1
3028,English,Development,@keshiaoneil haha wat,u,you,1
3029,English,Development,wat u doing,thou,though,1
3030,English,Development,happy 14th birthday,yu,you,1
3031,English,Development,great day :),andd,and,1
3032,English,Development,@hollybruntonx : if,u,you,1
3033,English,Development,a selfie before,u,you,1
3034,English,Development,go out then,ur,you're,1
3035,English,Development,out then ur,no,not,1
3036,English,Development,scottish,labour,labor,1
3037,English,Development,i screamed so,freakin,freaking,1
3038,English,Development,that mammaye song,u,you,1
3039,English,Development,"always sing """,dnt,don't,1
3040,English,Development,""" dnt even",knw,know,1
3041,English,Development,dnt even knw,d,the,1
3042,English,Development,"song "" are",u,you,1
3043,English,Development,are u denying,ur,your,1
3044,English,Development,giving out money,u,you,1
3045,English,Development,"this http://t.co/owrnhhkhfn """,thx,thanks,1
3046,English,Development,: hahahah ya,im,i'm,1
3047,English,Development,,waitin,waiting,1
3048,English,Development,,its,it's,1
3049,English,Development,better than starving,bruh,brother,1
3050,English,Development,""" @theofficialabd_ :",wht,what,1
3051,English,Development,if i tell,u,you,1
3052,English,Development,i tell u,ur,your,1
3053,English,Development,put food on,ur,your,1
3054,English,Development,and not make,u,you,1
3055,English,Development,special message from,onew,one,1
3056,English,Development,she ? i,dont,don't,1
3057,English,Development,ya moms was,sweatin,sweating,1
3058,English,Development,sweatin me the,otha,other,1
3059,English,Development,"630 , bend",yuh,you,1
3060,English,Development,back and touch,yuh,you,1
3061,English,Development,@alexlola16 no i,dont,don't,1
3062,English,Development,before passing final,judgement,judgment,1
3063,English,Development,chisaki was my,fav,favorite,1
3064,English,Development,... where you,gettin,getting,1
3065,English,Development,shit ton if,meth,methamphetamine,1
3066,English,Development,@calum5sos : ',ive,i've,1
3067,English,Development,"me , just",incase,in case,1
3068,English,Development,a bird really,shat,shit,1
3069,English,Development,it go ffs,im,i'm,1
3070,English,Development,@gotti_riq hell,yea,you,1
3071,English,Development,i might watch,u,you,1
3072,English,Development,might watch u,watchin,watching,1
3073,English,Development,lol bet &,nigga,nigger,1
3074,English,Development,bet & nigga,wat,what,1
3075,English,Development,& nigga wat,u,you,1
3076,English,Development,wat u do,wit,with,1
3077,English,Development,the 2nd blunt,u,you,1
3078,English,Development,@jhemiijam,dont,don't,1
3079,English,Development,: camikum .,openfollow,open follow,1
3080,English,Development,@joehowe08,thankyou,thank you,1
3081,English,Development,to see if,anyones,anyone,1
3082,English,Development,bitch bad my,niggas,niggers,1
3083,English,Development,my niggas loyal,n,and,1
3084,English,Development,n i associate,wit,with,1
3085,English,Development,associate wit real,niggas,niggers,1
3086,English,Development,niggas .. i'm,da,the,1
3087,English,Development,lmao,nigga,nigger,1
3088,English,Development,,boutta,about to,1
3089,English,Development,i go to,slp,sleep,1
3090,English,Development,1d,famly,family,1
3091,English,Development,for narendra modi`s,swearin,swearing,1
3092,English,Development,come,o,on,1
3093,English,Development,... is it,dat,that,1
3094,English,Development,left us &,d,the,1
3095,English,Development,& d church,4,for,1
3096,English,Development,4 facebook ?,hav,have,1
3097,English,Development,facebook ? hav,u,you,1
3098,English,Development,now bring all,dia,their,1
3099,English,Development,me you're subtweeting,creekview,creek view,1
3100,English,Development,there are opinions,n,and,1
3101,English,Development,@famoushollybay,u,you,1
3102,English,Development,@famoushollybay u,bout,about,1
3103,English,Development,bout to get,turnt,turned,1
3104,English,Development,haha yeah you're,tellin,telling,1
3105,English,Development,@cookieeek if you,woulda,would have,1
3106,English,Development,a ticket i,woulda,would have,1
3107,English,Development,tweets about,d,the,1
3108,English,Development,crush on ashanti,aint,ain't,1
3109,English,Development,henny will change,yo,your,1
3110,English,Development,change yo whole,fuccin,fucking,1
3111,English,Development,whole fuccin life,cuh,see you,1
3112,English,Development,idk what i,wanna,want to,1
3113,English,Development,dorky wwa :,badass,bad ass,1
3114,English,Development,whenever you,trynna,trying to,1
3115,English,Development,! now i'm,ridin,riding,1
3116,English,Development,your icon one,youre,you're,1
3117,English,Development,@comedytruth : when,u,you,1
3118,English,Development,accidentally open a,convo,conversation,1
3119,English,Development,school ft .,lil,little,1
3120,English,Development,loe taiwan (,c,see,1
3121,English,Development,@joeyzdark47 final,tmr,tomorrow,1
3122,English,Development,had ams or,hw,homework,1
3123,English,Development,people still obsessed,w,with,1
3124,English,Development,lol,bc,because,1
3125,English,Development,to klaroline .,cuz,because,1
3126,English,Development,for all the,pepl,people,1
3127,English,Development,@dreeeaa i,dont,don't,1
3128,English,Development,my,bday,birthday,1
3129,English,Development,lifetime . ',nuff,enough,1
3130,English,Development,""" @indigorabb :",ima,i'm going to,1
3131,English,Development,""" we all",eatin,eating,1
3132,English,Development,""" who's your",favourite,favorite,1
3133,English,Development,""" if you",pre order,preorder,1
3134,English,Development,@bonkerstbh : our,lil,little,1
3135,English,Development,@davidjmartinez3 blueberry **,donut,doughnut,1
3136,English,Development,future past is,definitley,definitely,1
3137,English,Development,pics bhejta hae,yeh,yeah,1
3138,English,Development,@thevampsband can,u,you,1
3139,English,Development,u follow me,pls,please,1
3140,English,Development,hope there are,tix,tickets,1
3141,English,Development,why that make,u,you,1
3142,English,Development,"@smb_trell reall ,..",wats,what's,1
3143,English,Development,"reall ,.. wats",goin,going,1
3144,English,Development,wats goin on,wit,with,1
3145,English,Development,goin on wit,da,that,1
3146,English,Development,"da whip ,?",u,you,1
3147,English,Development,"whip ,? u",gettin,getting,1
3148,English,Development,on made me,realise,realize,1
3149,English,Development,luhan stan .,v,very,1
3150,English,Development,@snarky_1,ty,thank you,1
3151,English,Development,@snarky_1 ty,ive,i've,1
3152,English,Development,12:45 lol again,ty,thank you,1
3153,English,Development,at a dave,n,and,1
3154,English,Development,im,gonna,going to,1
3155,English,Development,@unknownbizzle ok,im,i'm,1
3156,English,Development,"car , just",waitin,waiting,1
3157,English,Development,waitin for you,b,be,1
3158,English,Development,,gettin,getting,1
3159,English,Development,jaunty this morning,w,with,1
3160,English,Development,w/ lea &,d,the,1
3161,English,Development,steps forward at,d,the,1
3162,English,Development,d end of,dont,don't,1
3163,English,Development,makes me sad,af,as fuck,1
3164,English,Development,resort ( slavkov,u,you,1
3165,English,Development,face i jiu,cannnot,can't,1
3166,English,Development,@haroobomkum can't catch,u,you,1
3167,English,Development,u guys today,mybe,maybe,1
3168,English,Development,mybe later when,ull,you will,1
3169,English,Development,,pls,please,1
3170,English,Development,pls,pls,please,1
3171,English,Development,pls pls,pls,please,1
3172,English,Development,@kawaiiglasses,im,i'm,1
3173,English,Development,@tomlinhuts,pls,please,1
3174,English,Development,pls babe can,u,you,1
3175,English,Development,aku dey why,icant,i can't,1
3176,English,Development,icant do anything,abt,about,1
3177,English,Development,@tommarinellitv,mah,my,1
3178,English,Development,@tommarinellitv mah,brotha,brother,1
3179,English,Development,on friday !,congrats,congratulations,1
3180,English,Development,@sambitswaraj how can,v,very,1
3181,English,Development,expect zee to,b,be,1
3182,English,Development,@jbeavrrs,whatchu,what you,1
3183,English,Development,@jbeavrrs whatchu,tryn,trying,1
3184,English,Development,tryn do ..,dm,direct message,1
3185,English,Development,falkirk etc wonder,whos,who's,1
3186,English,Development,@acommonfemaie : when,u,you,1
3187,English,Development,jaggery for my,wada,water,1
3188,English,Development,you ain't,fuckin,fucking,1
3189,English,Development,fuckin you ain't,suckin,sucking,1
3190,English,Development,"suckin , what",chu,you,1
3191,English,Development,", what chu",doin,doing,1
3192,Spanish,Training,@ursulaa5 me,esquivocao,he_equivocado,1
3193,Spanish,Training,el donald del,piolin,piolín,1
3194,Spanish,Training,paluegos del fanegol,jajajajajajajajajjajajajajajaja,ja,1
3195,Spanish,Training,fanegol jajajajajajajajajjajajajajajaja me,meoooo,meo,1
3196,Spanish,Training,"2,1 ºc (",máx.,máxima,1
3197,Spanish,Training,": 2,8 /",mín.,mínima,1
3198,Spanish,Training,xq el año,pasao,pasado,1
3199,Spanish,Training,año pasao acabamos,to,todo,1
3200,Spanish,Training,acabamos to jamas,porai,por_ahí,1
3201,Spanish,Training,la reacción de,miriam,míriam,1
3202,Spanish,Training,"mejor, lentas o",rapidas,rápidas,1
3203,Spanish,Training,"suena borde, vale?",tambien,también,1
3204,Spanish,Training,camino con el,mooovil,móvil,1
3205,Spanish,Training,mooovil apagado que,caasi,casi,1
3206,Spanish,Training,caasi no tengo,bateriaa,batería,1
3207,Spanish,Training,tengo bateriaa .,adioos,adiós,1
3208,Spanish,Training,bateriaa . adioos,twitteer,twitter,1
3209,Spanish,Training,y adios justin,biebeer's,bieber,1
3210,Spanish,Training,mas fuerte d,tds,todos,1
3211,Spanish,Training,echo de menos,compi,compañero,1
3212,Spanish,Training,@marixu93 ooooooooohhhhh yo,tambien,también,1
3213,Spanish,Training,@jose04011988 @nereidamarquez6a q,siii,sí,1
3214,Spanish,Training,no a cambiado,nadaa,nada,1
3215,Spanish,Training,,qiero,quiero,1
